site;id_site;Gouvernorat;Délégation;cellule;Longitude;Latitude;HBA;Bande de fréquences;PCI;AZIMUTH;Puissance isotrope rayonnée équivalente (PIRE) dans chaque secteur;Nombre d'antennes ;Niveau_signal
site475;2212;Tunis;Sidi Hassine;site475_11;10,1080043;36,7519119;31;1800;5;270;20W;1;-61.9700012207031
site475;2213;Tunis;Sidi Hassine;site475_12;10,1080043;36,7519119;31;1800;518;20;20W;1;-61.9700012207031
site475;2214;Tunis;Sidi Hassine;site475_13;10,1080043;36,7519119;31;1800;523;150;20W;1;-61.9700012207031
site475;2215;Tunis;Sidi Hassine;site475_14;10,1135;36,7718361;31;1800;14;10;20W;1;-22.6399993896484
site475;2216;Tunis;Sidi Hassine;site475_15;10,1135;36,7718361;31;1800;8;190;20W;1;-22.6399993896484
site475;2217;Tunis;Sidi Hassine;site475_16;10,1135;36,7718361;31;1800;11;270;20W;1;-22.6399993896484
site475;2218;Tunis;Sidi Hassine;site475_17;10,1135;36,7718361;31;1800;519;10;20W;1;-22.6399993896484
site475;2219;Tunis;Sidi Hassine;site475_18;10,1135;36,7718361;31;1800;512;190;20W;1;-22.6399993896484
site475;2220;Tunis;Sidi Hassine;site475_19;10,1135;36,7718361;31;1800;517;270;20W;1;-22.6399993896484
site476;2221;Tunis;Ezzouhour;site476_1;10,145519;36,800756;31;1800;7;10;27W;1;-41.9899978637695
site476;2222;Tunis;Ezzouhour;site476_2;10,145519;36,800756;31;1800;9;120;20W;1;-41.9899978637695
site476;2223;Tunis;Ezzouhour;site476_3;10,145519;36,800756;31;1800;1;270;27W;1;-41.9899978637695
site477;2224;Tunis;El Omrane;site477_1;10,153347;36,820475;31;1800;2;30;20W;1;-67.1600036621094
site477;2225;Tunis;El Omrane;site477_2;10,153347;36,820475;31;1800;18;150;20W;1;-67.1600036621094
site477;2226;Tunis;El Omrane;site477_3;10,153347;36,820475;31;1800;15;290;27W;1;-67.1600036621094
site478;2227;Tunis;Ezzouhour;site478_1;10,144136;36,797533;31;1800;4;30;20W;1;-29.879997253418
site478;2228;Tunis;Ezzouhour;site478_2;10,144136;36,797533;31;1800;6;150;20W;1;-29.879997253418
site478;2229;Tunis;Ezzouhour;site478_3;10,144136;36,797533;31;1800;15;280;20W;1;-29.879997253418
site478;2230;Tunis;Ezzouhour;site478_4;10,144136;36,797533;31;1800;521;150;20W;1;-29.879997253418
site478;2231;Tunis;Ezzouhour;site478_5;10,135525;36,797364;31;1800;5;30;30W;1;-31.9899978637695
site478;2232;Tunis;Ezzouhour;site478_6;10,135525;36,797364;31;1800;8;150;20W;1;-31.9899978637695
site478;2233;Tunis;Ezzouhour;site478_7;10,135525;36,797364;31;1800;1;270;20W;1;-31.9899978637695
site478;2234;Tunis;Ezzouhour;site478_8;10,128493;36,790895;0;1800;13;70;20W;1;-35.4700012207031
site478;2235;Tunis;Ezzouhour;site478_9;10,128493;36,790895;0;1800;9;180;20W;1;-35.4700012207031
site478;2236;Tunis;Ezzouhour;site478_10;10,128493;36,790895;0;1800;18;300;20W;1;-35.4700012207031
site478;2237;Tunis;Ezzouhour;site478_11;10,123886;36,794717;31;1800;9;30;20W;1;-40.8199996948242
site478;2238;Tunis;Ezzouhour;site478_12;10,123886;36,794717;31;1800;4;150;20W;1;-40.8199996948242
site478;2239;Tunis;Ezzouhour;site478_13;10,123886;36,794717;31;1800;11;270;20W;1;-40.8199996948242
site479;2240;Tunis;Le Bardo;site479_1;10,145636;36,810967;31;1800;16;30;15W;1;-32.3300018310547
site479;2241;Tunis;Le Bardo;site479_2;10,145636;36,810967;31;1800;18;150;15W;1;-32.3300018310547
site479;2242;Tunis;Le Bardo;site479_3;10,145636;36,810967;31;1800;4;270;20W;1;-32.3300018310547
site480;2243;Tunis;La Medina;site480_1;10,1689139;36,8009083;31;1800;3;30;20W;1;-45.2699966430664
site480;2244;Tunis;La Medina;site480_2;10,1689139;36,8009083;31;1800;5;150;20W;1;-45.2699966430664
site480;2245;Tunis;La Medina;site480_3;10,1689139;36,8009083;31;1800;11;270;20W;1;-45.2699966430664
site481;2246;Tunis;Bab Souika;site481_1;10,167061;36,809497;31;1800;12;10;10W;1;-34
site481;2247;Tunis;Bab Souika;site481_2;10,167061;36,809497;31;1800;3;160;20W;1;-34
site481;2248;Tunis;Bab Souika;site481_3;10,167061;36,809497;31;1800;18;270;20W;1;-34
site482;2249;Tunis;La Medina;site482_1;10,1691167;36,7965972;31;1800;6;30;20W;1;-34.9300003051758
site482;2250;Tunis;La Medina;site482_2;10,1691167;36,7965972;31;1800;3;150;20W;1;-34.9300003051758
site482;2251;Tunis;La Medina;site482_3;10,1691167;36,7965972;31;1800;15;270;20W;1;-34.9300003051758
site482;2252;Tunis;La Medina;site482_4;10,1691167;36,7965972;31;1800;519;150;20W;1;-34.9300003051758
site483;2253;Tunis;Bab Souika;site483_1;10,1541612;36,8030444;31;1800;8;70;20W;1;-41.9599990844727
site483;2254;Tunis;Bab Souika;site483_2;10,1541612;36,8030444;31;1800;12;160;12W;1;-41.9599990844727
site483;2255;Tunis;Bab Souika;site483_3;10,1541612;36,8030444;31;1800;17;270;20W;1;-41.9599990844727
site483;2256;Tunis;Bab Souika;site483_4;10,1541612;36,8030444;31;1800;514;160;20W;1;-41.9599990844727
site483;2257;Tunis;Bab Souika;site483_5;10,1541612;36,8030444;31;1800;517;270;20W;1;-41.9599990844727
site484;2258;Tunis;El Hrairia;site484_1;10,117667;36,788681;31;1800;6;30;20W;1;-36.9800033569336
site484;2259;Tunis;El Hrairia;site484_2;10,117667;36,788681;31;1800;15;170;20W;1;-36.9800033569336
site484;2260;Tunis;El Hrairia;site484_3;10,117667;36,788681;31;1800;18;270;15W;1;-36.9800033569336
site484;2261;Tunis;El Hrairia;site484_4;10,117667;36,788681;31;1800;514;30;20W;1;-36.9800033569336
site484;2262;Tunis;El Hrairia;site484_5;10,117667;36,788681;31;1800;522;270;20W;1;-36.9800033569336
site484;2263;Tunis;El Hrairia;site484_6;10,121825;36,788569;31;1800;8;30;20W;1;-41.1500015258789
site484;2264;Tunis;El Hrairia;site484_7;10,121825;36,788569;31;1800;3;130;20W;1;-41.1500015258789
site484;2265;Tunis;El Hrairia;site484_8;10,121825;36,788569;31;1800;12;270;20W;1;-41.1500015258789
site485;2266;Tunis;Bab Souika;site485_1;10,1572249;36,805547;31;1800;12;30;15W;1;-34.9300003051758
site485;2267;Tunis;Bab Souika;site485_2;10,1572249;36,805547;31;1800;16;140;15W;1;-34.9300003051758
site485;2268;Tunis;Bab Souika;site485_3;10,1572249;36,805547;31;1800;3;270;20W;1;-34.9300003051758
site486;2269;Tunis;Sidi Hassine;site486_1;10,0906105;36,7671626;31;1800;1;30;12,5W;1;-31.2600021362305
site486;2270;Tunis;Sidi Hassine;site486_2;10,0906105;36,7671626;31;1800;13;150;12,5W;1;-31.2600021362305
site486;2271;Tunis;Sidi Hassine;site486_3;10,0906105;36,7671626;31;1800;16;270;12,5W;1;-31.2600021362305
site487;2272;Tunis;El Omrane;site487_1;10,1569639;36,8239023;31;1800;5;30;15W;1;-42.2099990844727
site487;2273;Tunis;El Omrane;site487_2;10,1569639;36,8239023;31;1800;14;150;15W;1;-42.2099990844727
site487;2274;Tunis;El Omrane;site487_3;10,1569639;36,8239023;31;1800;9;270;20W;1;-42.2099990844727
site487;2275;Tunis;El Omrane;site487_4;10,162249;36,821913;0;1800;1;30;20W;1;-44.7399978637695
site487;2276;Tunis;El Omrane;site487_5;10,162249;36,821913;0;1800;7;130;20W;1;-44.7399978637695
site487;2277;Tunis;El Omrane;site487_6;10,162249;36,821913;0;1800;15;220;20W;1;-44.7399978637695
site488;2278;Tunis;La Medina;site488_1;10,1650528;36,8013611;31;1800;9;30;12W;1;-42.4599990844727
site488;2279;Tunis;La Medina;site488_2;10,1650528;36,8013611;31;1800;4;150;12W;1;-42.4599990844727
site488;2280;Tunis;La Medina;site488_3;10,1650528;36,8013611;31;1800;1;270;12W;1;-42.4599990844727
site488;2281;Tunis;La Medina;site488_4;10,1650528;36,8013611;31;1800;519;30;20W;1;-42.4599990844727
site488;2282;Tunis;La Medina;site488_5;10,1650528;36,8013611;31;1800;522;150;20W;1;-42.4599990844727
site488;2283;Tunis;La Medina;site488_6;10,1650528;36,8013611;31;1800;517;270;20W;1;-42.4599990844727
site488;2284;Tunis;La Medina;site488_7;10,1641904;36,7983666;31;1800;2;70;20W;1;-40.6399993896484
site488;2285;Tunis;La Medina;site488_8;10,1641904;36,7983666;31;1800;8;180;20W;1;-40.6399993896484
site488;2286;Tunis;La Medina;site488_9;10,1641904;36,7983666;31;1800;18;290;20W;1;-40.6399993896484
site488;2287;Tunis;La Medina;site488_10;10,1641904;36,7983666;31;1800;512;70;20W;1;-40.6399993896484
site489;2288;Tunis;Le Bardo;site489_1;10,123542;36,804978;31;1800;1;40;20W;1;-43.8000030517578
site489;2289;Tunis;Le Bardo;site489_2;10,123542;36,804978;31;1800;11;150;20W;1;-43.8000030517578
site489;2290;Tunis;Le Bardo;site489_3;10,123542;36,804978;31;1800;8;290;20W;1;-43.8000030517578
site489;2291;Tunis;Le Bardo;site489_4;10,122194;36,800944;0;1800;10;70;18,1W;1;-36.9700012207031
site489;2292;Tunis;Le Bardo;site489_5;10,122194;36,800944;0;1800;3;180;18,1W;1;-36.9700012207031
site489;2293;Tunis;Le Bardo;site489_6;10,122194;36,800944;0;1800;14;300;18,1W;1;-36.9700012207031
site490;2294;Tunis;Ezzouhour;site490_1;10,14293;36,80135;13;1800;11;30;20W;1;-43.2099990844727
site490;2295;Tunis;Ezzouhour;site490_2;10,14293;36,80135;13;1800;3;150;20W;1;-43.2099990844727
site490;2296;Tunis;Ezzouhour;site490_3;10,14293;36,80135;13;1800;8;285;20W;1;-43.2099990844727
site491;2297;Tunis;Bab Souika;site491_1;10,15472222;36,80265556;31;1800;15;-1;8W;1;-48.0100021362305
site491;2298;Tunis;Bab Souika;site491_2;10,154722;36,802747;31;1800;2;0;15W;1;-52.8099975585938
site491;2299;Tunis;Bab Souika;site491_3;10,156839;36,805117;31;1800;14;-1;6W;1;-37.8099975585938
site492;2300;Tunis;La Medina;site492_1;10,16936;36,79824;0;1800;17;30;20W;1;-26.6800003051758
site492;2301;Tunis;La Medina;site492_2;10,16936;36,79824;0;1800;11;150;20W;1;-26.6800003051758
site492;2302;Tunis;La Medina;site492_3;10,16936;36,79824;0;1800;13;290;20W;1;-26.6800003051758
site492;2303;Tunis;La Medina;site492_4;10,1693556;36,7982444;31;1800;520;30;20W;1;-26.6800003051758
site492;2304;Tunis;La Medina;site492_5;10,1693556;36,7982444;31;1800;522;150;15W;1;-26.6800003051758
site492;2305;Tunis;La Medina;site492_6;10,1693556;36,7982444;31;1800;514;290;20W;1;-26.6800003051758
site493;2306;Tunis;El Omrane;site493_1;10,158828;36,816592;31;1800;4;30;20W;1;-48.9300003051758
site493;2307;Tunis;El Omrane;site493_2;10,158828;36,816592;31;1800;9;150;20W;1;-48.9300003051758
site493;2308;Tunis;El Omrane;site493_3;10,158828;36,816592;31;1800;11;270;20W;1;-48.9300003051758
site493;2309;Tunis;El Omrane;site493_4;10,158828;36,816592;31;1800;515;30;20W;1;-48.9300003051758
site493;2310;Tunis;El Omrane;site493_5;10,158828;36,816592;31;1800;523;150;20W;1;-48.9300003051758
site494;2311;Tunis;Bab Souika;site494_1;10,172853;36,812253;31;1800;8;40;20W;1;-45.2300033569336
site494;2312;Tunis;Bab Souika;site494_2;10,172853;36,812253;31;1800;13;150;20W;1;-45.2300033569336
site494;2313;Tunis;Bab Souika;site494_3;10,172853;36,812253;31;1800;10;300;20W;1;-45.2300033569336
site494;2314;Tunis;Bab Souika;site494_4;10,1732251;36,8063917;24;1800;15;0;20W;1;-65.6600036621094
site494;2315;Tunis;Bab Souika;site494_5;10,1732251;36,8063917;24;1800;4;150;20W;1;-65.6600036621094
site494;2316;Tunis;Bab Souika;site494_6;10,1732251;36,8063917;24;1800;8;270;20W;1;-65.6600036621094
site495;2317;Tunis;El Omrane;site495_1;10,1507932;36,8146595;31;1800;13;30;20W;1;-33.5800018310547
site495;2318;Tunis;El Omrane;site495_2;10,1507932;36,8146595;31;1800;3;150;20W;1;-33.5800018310547
site495;2319;Tunis;El Omrane;site495_3;10,1507932;36,8146595;31;1800;17;260;20W;1;-33.5800018310547
site495;2320;Tunis;El Omrane;site495_4;10,1468862;36,8240806;31;1800;4;10;20W;1;-42.2099990844727
site495;2321;Tunis;El Omrane;site495_5;10,1468862;36,8240806;31;1800;10;140;20W;1;-42.2099990844727
site495;2322;Tunis;El Omrane;site495_6;10,1468862;36,8240806;31;1800;6;270;15W;1;-42.2099990844727
site495;2323;Tunis;El Omrane;site495_7;10,1468862;36,8240806;31;1800;520;270;20W;1;-42.2099990844727
site495;2324;Tunis;El Omrane;site495_8;10,1468862;36,8240806;0;1800;14;210;20W;1;-42.2099990844727
site496;2325;Tunis;Sidi Hassine;site496_1;10,1017225;36,7528717;30;1800;11;20;10W;1;-41.3499984741211
site496;2326;Tunis;Sidi Hassine;site496_2;10,1017225;36,7528717;30;1800;1;140;20W;1;-41.3499984741211
site496;2327;Tunis;Sidi Hassine;site496_3;10,1017225;36,7528717;30;1800;3;230;20W;1;-41.3499984741211
site497;2328;Tunis;El Omrane;site497_1;10,1687535;36,8139254;0;1800;2;30;10W;1;-45.2099990844727
site497;2329;Tunis;El Omrane;site497_2;10,1687535;36,8139254;0;1800;4;130;20W;1;-45.2099990844727
site497;2330;Tunis;El Omrane;site497_3;10,1687535;36,8139254;0;1800;8;230;20W;1;-45.2099990844727
site497;2331;Tunis;El Omrane;site497_4;10,1687535;36,8139254;31;1800;520;130;20W;1;-45.2099990844727
site497;2332;Tunis;El Omrane;site497_5;10,1687535;36,8139254;31;1800;518;230;20W;1;-45.2099990844727
site498;2333;Tunis;Le Bardo;site498_1;10,140553;36,81130564;15;1800;14;30;20W;1;-43.1699981689453
site498;2334;Tunis;Le Bardo;site498_2;10,140553;36,81130564;15;1800;12;150;20W;1;-43.1699981689453
site498;2335;Tunis;Le Bardo;site498_3;10,140553;36,81130564;15;1800;11;270;20W;1;-43.1699981689453
site498;2336;Tunis;Le Bardo;site498_4;10,1329817;36,8042208;31;1800;7;30;20W;1;-56
site498;2337;Tunis;Le Bardo;site498_5;10,1329817;36,8042208;31;1800;9;150;20W;1;-56
site498;2338;Tunis;Le Bardo;site498_6;10,1329817;36,8042208;31;1800;18;270;20W;1;-56
site498;2339;Tunis;Le Bardo;site498_7;10,129478;36,800658;31;1800;13;30;20W;1;-46.5800018310547
site498;2340;Tunis;Le Bardo;site498_8;10,129478;36,800658;31;1800;4;150;20W;1;-46.5800018310547
site498;2341;Tunis;Le Bardo;site498_9;10,129478;36,800658;31;1800;7;270;20W;1;-46.5800018310547
site499;2342;Tunis;Sidi Hassine;site499_1;10,0945778;36,7712639;31;1800;15;0;20W;1;-32.6100006103516
site499;2343;Tunis;Sidi Hassine;site499_2;10,0945778;36,7712639;31;1800;9;150;20W;1;-32.6100006103516
site499;2344;Tunis;Sidi Hassine;site499_3;10,0945778;36,7712639;31;1800;4;280;20W;1;-32.6100006103516
site499;2345;Tunis;Sidi Hassine;site499_4;10,0945778;36,7712639;31;1800;520;0;20W;1;-32.6100006103516
site499;2346;Tunis;Sidi Hassine;site499_5;10,0945778;36,7712639;31;1800;514;150;20W;1;-32.6100006103516
site499;2347;Tunis;Sidi Hassine;site499_6;10,0945778;36,7712639;31;1800;522;280;20W;1;-32.6100006103516
site499;2348;Tunis;Sidi Hassine;site499_7;10,103781;36,771431;31;1800;3;30;20W;1;-67.3300018310547
site499;2349;Tunis;Sidi Hassine;site499_8;10,103781;36,771431;31;1800;7;150;12W;1;-67.3300018310547
site499;2350;Tunis;Sidi Hassine;site499_9;10,103781;36,771431;31;1800;17;270;20W;1;-67.3300018310547
site499;2351;Tunis;Sidi Hassine;site499_10;10,103781;36,771431;31;1800;522;30;20W;1;-67.3300018310547
site499;2352;Tunis;Sidi Hassine;site499_11;10,103781;36,771431;31;1800;515;150;20W;1;-67.3300018310547
site499;2353;Tunis;Sidi Hassine;site499_12;10,103781;36,771431;31;1800;512;270;20W;1;-67.3300018310547
site500;2354;Tunis;Sidi El Béchir;site500_1;10,173911;36,7875;31;1800;15;30;20W;1;-18.5699996948242
site500;2355;Tunis;Sidi El Béchir;site500_2;10,173911;36,7875;31;1800;8;150;20W;1;-18.5699996948242
site500;2356;Tunis;Sidi El Béchir;site500_3;10,173911;36,7875;31;1800;11;270;27 W;1;-18.5699996948242
site501;2357;Tunis;La Medina;site501_1;10,173758;36,795072;31;1800;13;30;20W;1;-38.7200012207031
site501;2358;Tunis;La Medina;site501_2;10,173758;36,795072;31;1800;15;150;20W;1;-38.7200012207031
site501;2359;Tunis;La Medina;site501_3;10,173758;36,795072;31;1800;9;260;20W;1;-38.7200012207031
site502;2360;Tunis;Sidi Hassine;site502_1;10,11837;36,74563;0;1800;16;0;20W;1;-33.0100021362305
site502;2361;Tunis;Sidi Hassine;site502_2;10,11837;36,74563;0;1800;14;150;20W;1;-33.0100021362305
site502;2362;Tunis;Sidi Hassine;site502_3;10,11837;36,74563;0;1800;4;250;20W;1;-33.0100021362305
site502;2363;Tunis;Sidi Hassine;site502_4;10,1146389;36,783111;31;1800;1;50;12W;1;-32.5599975585938
site502;2364;Tunis;Sidi Hassine;site502_5;10,1146389;36,783111;31;1800;17;130;10W;1;-32.5599975585938
site502;2365;Tunis;Sidi Hassine;site502_6;10,1146389;36,783111;31;1800;8;270;15W;1;-32.5599975585938
site503;2366;Tunis;El Omrane;site503_1;10,153164;36,8105251;31;1800;5;30;20W;1;-48.1999969482422
site503;2367;Tunis;El Omrane;site503_2;10,153164;36,8105251;31;1800;16;170;20W;1;-48.1999969482422
site503;2368;Tunis;El Omrane;site503_3;10,153164;36,8105251;31;1800;8;270;20W;1;-48.1999969482422
site503;2369;Tunis;El Omrane;site503_4;10,153164;36,8105251;31;1800;516;30;20W;1;-48.1999969482422
site503;2370;Tunis;El Omrane;site503_5;10,153164;36,8105251;31;1800;522;170;20W;1;-48.1999969482422
site503;2371;Tunis;El Omrane;site503_6;10,153164;36,8105251;31;1800;512;270;20W;1;-48.1999969482422
site504;2372;Tunis;La Medina;site504_1;10,164475;36,7949194;31;1800;10;10;20W;1;-39.0100021362305
site504;2373;Tunis;La Medina;site504_2;10,164475;36,7949194;31;1800;5;150;20W;1;-39.0100021362305
site504;2374;Tunis;La Medina;site504_3;10,164475;36,7949194;31;1800;13;270;20W;1;-39.0100021362305
site504;2375;Tunis;La Medina;site504_4;10,164475;36,7949194;31;1800;513;150;20W;1;-39.0100021362305
site504;2376;Tunis;La Medina;site504_5;10,164475;36,7949194;31;1800;516;270;20W;1;-39.0100021362305
site505;2377;Tunis;Sidi El Béchir;site505_1;10,172856;36,783028;31;1800;6;60;20W;1;-44.7600021362305
site505;2378;Tunis;Sidi El Béchir;site505_2;10,172856;36,783028;31;1800;3;160;12W;1;-44.7600021362305
site505;2379;Tunis;Sidi El Béchir;site505_3;10,172856;36,783028;31;1800;18;280;20W;1;-44.7600021362305
site506;2380;Ariana;Le Kram;site506_1;10,28661005;36,86414064;31;1800;11;20;20W;1;-32.9700012207031
site506;2381;Ariana;Le Kram;site506_2;10,28661005;36,86414064;31;1800;5;110;20W;1;-32.9700012207031
site506;2382;Ariana;Le Kram;site506_3;10,28661005;36,86414064;31;1800;1;230;16W;1;-32.9700012207031
site507;2383;Tunis;La Marsa;site507_1;10,323811;36,890614;31;1800;10;-1;20W;1;-60.9899978637695
site508;2384;Tunis;Carthage;site508_1;10,338075;36,866189;31;1800;4;40;20W;1;-39.370002746582
site508;2385;Tunis;Carthage;site508_2;10,338075;36,866189;31;1800;9;220;20W;1;-39.370002746582
site508;2386;Tunis;Carthage;site508_3;10,338075;36,866189;31;1800;12;320;20W;1;-39.370002746582
site509;2387;Tunis;La Marsa;site509_1;10,307745;36,917806;31;1800;11;10;15W;1;-46.8000030517578
site509;2388;Tunis;La Marsa;site509_2;10,307745;36,917806;31;1800;13;200;15W;1;-46.8000030517578
site509;2389;Tunis;La Marsa;site509_3;10,307745;36,917806;31;1800;7;300;15W;1;-46.8000030517578
site510;2390;Tunis;Cité El Khadra;site510_1;10,2408277;36,8388861;31;1800;4;30;15W;1;-37.4000015258789
site510;2391;Tunis;Cité El Khadra;site510_2;10,2408277;36,8388861;31;1800;17;150;20W;1;-37.4000015258789
site510;2392;Tunis;Cité El Khadra;site510_3;10,2408277;36,8388861;31;1800;15;270;15W;1;-37.4000015258789
site510;2393;Tunis;Cité El Khadra;site510_4;10,2314972;36,8325999;31;1800;9;30;20W;1;-40.620002746582
site510;2394;Tunis;Cité El Khadra;site510_5;10,2314972;36,8325999;31;1800;14;160;20W;1;-40.620002746582
site510;2395;Tunis;Cité El Khadra;site510_6;10,2314972;36,8325999;31;1800;16;270;20W;1;-40.620002746582
site511;2396;Tunis;La Goulette;site511_1;10,269844;36,847914;31;1800;1;50;20W;1;-32.1999969482422
site511;2397;Tunis;La Goulette;site511_2;10,269844;36,847914;31;1800;15;160;20W;1;-32.1999969482422
site511;2398;Tunis;La Goulette;site511_3;10,269844;36,847914;31;1800;18;250;17W;1;-32.1999969482422
site512;2399;Tunis;Cité El Khadra;site512_1;10,216142;36,831597;31;1800;6;30;20W;1;-33.6900024414062
site512;2400;Tunis;Cité El Khadra;site512_2;10,216142;36,831597;31;1800;8;100;20W;1;-33.6900024414062
site512;2401;Tunis;Cité El Khadra;site512_3;10,216142;36,831597;31;1800;10;270;20W;1;-33.6900024414062
site513;2402;Tunis;La Marsa;site513_1;10,316478;36,892775;0;1800;10;30;20W;1;-41.4199981689453
site513;2403;Tunis;La Marsa;site513_2;10,316478;36,892775;0;1800;15;160;20W;1;-41.4199981689453
site513;2404;Tunis;La Marsa;site513_3;10,316478;36,892775;0;1800;3;210;20W;1;-41.4199981689453
site513;2405;Tunis;La Marsa;site513_4;10,2976945;36,8678888;0;1800;5;30;20W;1;-32.4199981689453
site513;2406;Tunis;La Marsa;site513_5;10,2976945;36,8678888;0;1800;10;150;20W;1;-32.4199981689453
site513;2407;Tunis;La Marsa;site513_6;10,2976945;36,8678888;0;1800;14;280;20W;1;-32.4199981689453
site513;2408;Tunis;La Marsa;site513_7;10,2976945;36,8678888;31;1800;1;0;7W;1;-32.4199981689453
site513;2409;Tunis;La Marsa;site513_8;10,2976945;36,8678888;31;1800;519;0;7W;1;-32.4199981689453
site513;2410;Tunis;La Marsa;site513_9;10,30015;36,870047;31;1800;38;30;15W;1;-36.1699981689453
site513;2411;Tunis;La Marsa;site513_10;10,30015;36,870047;31;1800;8;150;20W;1;-36.1699981689453
site513;2412;Tunis;La Marsa;site513_11;10,30015;36,870047;31;1800;17;280;20W;1;-36.1699981689453
site513;2413;Tunis;La Marsa;site513_12;10,30015;36,870047;31;1800;523;150;20W;1;-36.1699981689453
site513;2414;Tunis;La Marsa;site513_13;10,30015;36,870047;31;1800;521;280;20W;1;-36.1699981689453
site514;2415;Tunis;Carthage;site514_1;10,332192;36,852319;31;1800;1;10;20W;1;-42.6600036621094
site514;2416;Tunis;Carthage;site514_2;10,332192;36,852319;31;1800;16;240;20W;1;-42.6600036621094
site514;2417;Tunis;Carthage;site514_3;10,332192;36,852319;31;1800;6;300;20W;1;-42.6600036621094
site515;2418;Tunis;Le Kram;site515_1;10,312761;36,841717;31;1800;3;30;20W;1;-37.5999984741211
site515;2419;Tunis;Le Kram;site515_2;10,312761;36,841717;31;1800;11;150;20W;1;-37.5999984741211
site515;2420;Tunis;Le Kram;site515_3;10,312761;36,841717;31;1800;5;280;20W;1;-37.5999984741211
site515;2421;Tunis;Le Kram;site515_4;10,312761;36,841717;31;1800;514;30;20W;1;-37.5999984741211
site516;2422;Tunis;Carthage;site516_1;10,32613099;36,84823895;31;1800;12;30;20W;1;-34.0899963378906
site516;2423;Tunis;Carthage;site516_2;10,32613099;36,84823895;31;1800;15;150;20W;1;-34.0899963378906
site516;2424;Tunis;Carthage;site516_3;10,32613099;36,84823895;31;1800;18;250;20W;1;-34.0899963378906
site516;2425;Tunis;Carthage;site516_4;10,319169;36,846533;31;1800;9;30;20W;1;-41.5999984741211
site516;2426;Tunis;Carthage;site516_5;10,319169;36,846533;31;1800;5;150;20W;1;-41.5999984741211
site516;2427;Tunis;Carthage;site516_6;10,319169;36,846533;31;1800;17;270;20W;1;-41.5999984741211
site517;2428;Tunis;Cité El Khadra;site517_1;10,2237508;36,8310463;31;1800;11;60;20W;1;-35.120002746582
site517;2429;Tunis;Cité El Khadra;site517_2;10,2237508;36,8310463;31;1800;14;260;20W;1;-35.120002746582
site517;2430;Tunis;Cité El Khadra;site517_3;10,2237508;36,8310463;31;1800;5;350;20W;1;-35.120002746582
site518;2431;Tunis;Carthage;site518_1;10,311311;36,853228;31;1800;11;30;20W;1;-38.7200012207031
site518;2432;Tunis;Carthage;site518_2;10,311311;36,853228;31;1800;1;150;20W;1;-38.7200012207031
site518;2433;Tunis;Carthage;site518_3;10,311311;36,853228;31;1800;3;270;20W;1;-38.7200012207031
site519;2434;Tunis;La Marsa;site519_1;10,277447;36,924536;31;1800;18;100;20W;1;-38.620002746582
site519;2435;Tunis;La Marsa;site519_2;10,277447;36,924536;31;1800;6;320;20W;1;-38.620002746582
site519;2436;Tunis;La Marsa;site519_3;10,277447;36,924536;31;1800;5;270;20W;1;-38.620002746582
site519;2437;Tunis;La Marsa;site519_4;10,328242;36,872328;31;1800;6;30;20W;1;-40.5500030517578
site519;2438;Tunis;La Marsa;site519_5;10,328242;36,872328;31;1800;14;150;20W;1;-40.5500030517578
site519;2439;Tunis;La Marsa;site519_6;10,328242;36,872328;31;1800;18;270;20W;1;-40.5500030517578
site519;2440;Tunis;La Marsa;site519_7;10,3183441;36,886653;31;1800;17;30;20W;1;-31.2399978637695
site519;2441;Tunis;La Marsa;site519_8;10,3183441;36,886653;31;1800;6;130;20W;1;-31.2399978637695
site519;2442;Tunis;La Marsa;site519_9;10,3183441;36,886653;31;1800;4;270;20W;1;-31.2399978637695
site520;2443;Tunis;Cité El Khadra;site520_1;10,244439;36,840227;31;1800;7;50;20W;1;-43.120002746582
site520;2444;Tunis;Cité El Khadra;site520_2;10,244439;36,840227;31;1800;14;150;20W;1;-43.120002746582
site520;2445;Tunis;Cité El Khadra;site520_3;10,244439;36,840227;31;1800;9;260;20W;1;-43.120002746582
site520;2446;Tunis;Cité El Khadra;site520_4;10,24225;36,833147;31;1800;1;30;20W;1;-37.3199996948242
site520;2447;Tunis;Cité El Khadra;site520_5;10,24225;36,833147;31;1800;11;150;20W;1;-37.3199996948242
site520;2448;Tunis;Cité El Khadra;site520_6;10,24225;36,833147;31;1800;7;270;20W;1;-37.3199996948242
site521;2449;Tunis;Le Kram;site521_1;10,301125;36,851275;31;1800;1;30;20W;1;-44.25
site521;2450;Tunis;Le Kram;site521_2;10,301125;36,851275;31;1800;11;190;12,5W;1;-44.25
site521;2451;Tunis;Le Kram;site521_3;10,301125;36,851275;31;1800;15;300;20W;1;-44.25
site521;2452;Tunis;Le Kram;site521_4;10,2938124;36,8598819;31;1800;3;220;20W;1;-35.1100006103516
site521;2453;Tunis;Le Kram;site521_5;10,2938124;36,8598819;31;1800;15;30;20W;1;-35.1100006103516
site521;2454;Tunis;Le Kram;site521_6;10,2938124;36,8598819;31;1800;13;120;20W;1;-35.1100006103516
site521;2455;Tunis;Le Kram;site521_7;10,2938124;36,8598819;31;1800;2;305;20W;1;-35.1100006103516
site522;2456;Tunis;La Marsa;site522_1;10,302197;36,906264;0;1800;15;140;20W;1;-31.6699981689453
