site;id_site;Gouvernorat;Délégation;cellule;Longitude;Latitude;HBA;Bande de fréquences;PCI;AZIMUTH;Puissance isotrope rayonnée équivalente (PIRE) dans chaque secteur;Nombre d'antennes ;Niveau_signal
site57;242;Sfax;Sfax Sud;site57_10;10,7349167;34,7823833;18;1800;1;270;20W;1;-22.0400009155273
site57;243;Sfax;Sfax Sud;site57_11;10,7349167;34,7823833;18;1800;14;130;20W;1;-22.0400009155273
site57;244;Sfax;Sfax Sud;site57_12;10,7349167;34,7823833;18;1800;8;30;20W;1;-22.0400009155273
site58;245;Sfax;Sfax Ouest;site58_1;10,726;34,7177;16;1800;15;300;14,8W;1;-32.629997253418
site58;246;Sfax;Sfax Ouest;site58_2;10,726;34,7177;16;1800;5;180;14,8W;1;-32.629997253418
site58;247;Sfax;Sfax Ouest;site58_3;10,726;34,7177;16;1800;8;70;14,8W;1;-32.629997253418
site59;248;Sfax;Djebeniana;site59_1;10,9389;35,0814;27;1800;15;250;14,8W;1;-34.7900009155273
site59;249;Sfax;Djebeniana;site59_2;10,9389;35,0814;27;1800;10;140;14,8W;1;-34.7900009155273
site59;250;Sfax;Djebeniana;site59_3;10,9389;35,0814;27;1800;12;80;14,8W;1;-34.7900009155273
site60;251;Sfax;Sfax Ouest;site60_1;10,7241944;34,7364722;15;1800;14;270;20W;1;-32.0999984741211
site60;252;Sfax;Sfax Ouest;site60_2;10,7241944;34,7364722;15;1800;5;130;20W;1;-32.0999984741211
site60;253;Sfax;Sfax Ouest;site60_3;10,7241944;34,7364722;15;1800;4;10;20W;1;-32.0999984741211
site61;254;Sfax;Tina;site61_1;10,6501;34,7162;36;1800;15;300;14,8W;1;-42.3499984741211
site61;255;Sfax;Tina;site61_2;10,6501;34,7162;36;1800;13;190;14,8W;1;-42.3499984741211
site61;256;Sfax;Tina;site61_3;10,6501;34,7162;36;1800;9;100;14,8W;1;-42.3499984741211
site62;257;Sfax;Menzel Chaker;site62_1;10,2182;34,9022;38;1800;13;300;14,8W;1;-42.0899963378906
site62;258;Sfax;Menzel Chaker;site62_2;10,2182;34,9022;38;1800;11;190;14,8W;1;-42.0899963378906
site62;259;Sfax;Menzel Chaker;site62_3;10,2182;34,9022;38;1800;7;80;14,8W;1;-42.0899963378906
site63;260;Sfax;Djebeniana;site63_1;10,9626;35,0288;26;1800;3;320;14,8W;1;-40.9700012207031
site63;261;Sfax;Djebeniana;site63_2;10,9626;35,0288;26;1800;14;200;14,8W;1;-40.9700012207031
site63;262;Sfax;Djebeniana;site63_3;10,9626;35,0288;26;1800;17;30;14,8W;1;-40.9700012207031
site64;263;Sfax;Ghraiba;site64_1;10,18487;34,42101;47 ;1800;1;340;14,8W;1;-33.3000030517578
site64;264;Sfax;Ghraiba;site64_2;10,18487;34,42101;47 ;1800;18;180;14,8W;1;-33.3000030517578
site64;265;Sfax;Ghraiba;site64_3;10,18487;34,42101;47 ;1800;7;40;14,8W;1;-33.3000030517578
site65;266;Sfax;El Hencha;site65_1;10,741949;35,12341;42;1800;10;220;14,8W;1;-33.7799987792969
site65;267;Sfax;El Hencha;site65_2;10,741949;35,12341;42;1800;5;70;14,8W;1;-33.7799987792969
site65;268;Sfax;El Hencha;site65_3;10,741949;35,12341;42;1800;1;0;14,8W;1;-33.7799987792969
site65;269;Sfax;El Hencha;site65_4;10,7393;35,1166;15;1800;11;270;14,8W;1;-31.0999984741211
site65;270;Sfax;El Hencha;site65_5;10,7393;35,1166;15;1800;17;160;14,8W;1;-31.0999984741211
site65;271;Sfax;El Hencha;site65_6;10,7393;35,1166;15;1800;15;50;14,8W;1;-31.0999984741211
site65;272;Sfax;El Hencha;site65_7;10,6724;35,1507;38;1800;18;330;14,8W;1;-41.5
site65;273;Sfax;El Hencha;site65_8;10,6724;35,1507;38;1800;7;140;14,8W;1;-41.5
site65;274;Sfax;El Hencha;site65_9;10,6724;35,1507;38;1800;12;60;14,8W;1;-41.5
site66;275;Sfax;Menzel Chaker;site66_1;10,50746;34,8884;43;1800;4;350;20W;1;-43.1600036621094
site66;276;Sfax;Menzel Chaker;site66_2;10,50746;34,8884;43;1800;6;240;20W;1;-43.1600036621094
site66;277;Sfax;Menzel Chaker;site66_3;10,50746;34,8884;43;1800;1;120;20W;1;-43.1600036621094
site67;278;Sfax;El Hencha;site67_1;10,797;35,1891;32;1800;7;300;14,8W;1;-39.9300003051758
site67;279;Sfax;El Hencha;site67_2;10,797;35,1891;32;1800;4;160;14,8W;1;-39.9300003051758
site67;280;Sfax;El Hencha;site67_3;10,797;35,1891;32;1800;13;80;14,8W;1;-39.9300003051758
site68;281;Sfax;Sfax Ville;site68_1;10,7511;34,7317;25;1800;15;340;14,8W;1;-36.8499984741211
site68;282;Sfax;Sfax Ville;site68_2;10,7511;34,7317;25;1800;17;190;14,8W;1;-36.8499984741211
site68;283;Sfax;Sfax Ville;site68_3;10,7511;34,7317;25;1800;11;90;14,8W;1;-36.8499984741211
site68;284;Sfax;Sfax Ville;site68_4;10,7511;34,7317;25;1800;512;340;20W;1;-36.8499984741211
site68;285;Sfax;Sfax Ville;site68_5;10,7511;34,7317;25;1800;516;190;20W;1;-36.8499984741211
site68;286;Sfax;Sfax Ville;site68_6;10,7511;34,7317;25;1800;514;90;20W;1;-36.8499984741211
site69;287;Sfax;Sakiet Eddaier;site69_1;10,7677;34,775;15;1800;18;340;14,8W;1;-30.8600006103516
site69;288;Sfax;Sakiet Eddaier;site69_2;10,7677;34,775;15;1800;12;200;14,8W;1;-30.8600006103516
site69;289;Sfax;Sakiet Eddaier;site69_3;10,7677;34,775;15;1800;10;80;14,8W;1;-30.8600006103516
site70;290;Sfax;Sfax Ouest;site70_1;10,7336;34,7214;16;1800;3;300;14,8W;1;-30.879997253418
site70;291;Sfax;Sfax Ouest;site70_2;10,7336;34,7214;16;1800;18;210;14,8W;1;-30.879997253418
site70;292;Sfax;Sfax Ouest;site70_3;10,7336;34,7214;16;1800;6;80;20W;1;-30.879997253418
site70;293;Sfax;Sfax Ouest;site70_4;10,7336;34,7214;16;1800;519;300;20W;1;-30.879997253418
site70;294;Sfax;Sfax Ouest;site70_5;10,7336;34,7214;16;1800;517;210;20W;1;-30.879997253418
site70;295;Sfax;Sfax Ouest;site70_6;10,7336;34,7214;16;1800;523;80;20W;1;-30.879997253418
site71;296;Sfax;Sfax Ville;site71_1;10,7572;34,7344;17;1800;16;350;14,8W;1;-31.0400009155273
site71;297;Sfax;Sfax Ville;site71_2;10,7572;34,7344;17;1800;1;190;14,8W;1;-31.0400009155273
site71;298;Sfax;Sfax Ville;site71_3;10,7572;34,7344;17;1800;13;70;20W;1;-31.0400009155273
site71;299;Sfax;Sfax Ville;site71_4;10,7546;34,7312;26;1800;9;310;14,8W;1;-30.7699966430664
site71;300;Sfax;Sfax Ville;site71_5;10,7546;34,7312;26;1800;16;200;14,8W;1;-30.7699966430664
site71;301;Sfax;Sfax Ville;site71_6;10,7546;34,7312;26;1800;4;100;14,8W;1;-30.7699966430664
site72;302;Sfax;Sfax Ouest;site72_1;10,7431;34,7406;17;1800;518;330;20W;1;-33.5400009155273
site72;303;Sfax;Sfax Ouest;site72_2;10,7431;34,7406;17;1800;514;190;20W;1;-33.5400009155273
site72;304;Sfax;Sfax Ouest;site72_3;10,7431;34,7406;17;1800;516;80;20W;1;-33.5400009155273
site72;305;Sfax;Sfax Ouest;site72_4;10,7431;34,7406;17;1800;15;330;14,8W;1;-33.5400009155273
site72;306;Sfax;Sfax Ouest;site72_5;10,7431;34,7406;17;1800;5;190;14,8W;1;-33.5400009155273
site72;307;Sfax;Sfax Ouest;site72_6;10,7431;34,7406;17;1800;12;80;14,8W;1;-33.5400009155273
site73;308;Sfax;Sfax Ville;site73_1;10,7589;34,7503;19;1800;519;320;20W;1;-30.120002746582
site73;309;Sfax;Sfax Ville;site73_2;10,7589;34,7503;19;1800;521;180;20W;1;-30.120002746582
site73;310;Sfax;Sfax Ville;site73_3;10,7589;34,7503;19;1800;517;90;20W;1;-30.120002746582
site73;311;Sfax;Sfax Ville;site73_4;10,7589;34,7503;19;1800;3;320;14,8W;1;-30.120002746582
site73;312;Sfax;Sfax Ville;site73_5;10,7589;34,7503;19;1800;11;180;14,8W;1;-30.120002746582
site73;313;Sfax;Sfax Ville;site73_6;10,7589;34,7503;19;1800;17;90;14,8W;1;-30.120002746582
site73;314;Sfax;Sfax Ville;site73_7;10,76012;34,73636;19;1800;1;320;14,8W;1;-22.6699981689453
site73;315;Sfax;Sfax Ville;site73_8;10,76012;34,73636;19;1800;11;180;14,8W;1;-22.6699981689453
site73;316;Sfax;Sfax Ville;site73_9;10,76012;34,73636;19;1800;15;90;14,8W;1;-22.6699981689453
site74;317;Sfax;Sakiet Eddaier;site74_1;10,8;34,7867;14;1800;9;340;14,8W;1;-24.8300018310547
site74;318;Sfax;Sakiet Eddaier;site74_2;10,8;34,7867;14;1800;14;190;14,8W;1;-24.8300018310547
site74;319;Sfax;Sakiet Eddaier;site74_3;10,8;34,7867;14;1800;16;90;14,8W;1;-24.8300018310547
site74;320;Sfax;Sakiet Eddaier;site74_4;10,8;34,7867;14;1800;514;340;14,8W;1;-24.8300018310547
site74;321;Sfax;Sakiet Eddaier;site74_5;10,8;34,7867;14;1800;517;190;14,8W;1;-24.8300018310547
site74;322;Sfax;Sakiet Eddaier;site74_6;10,8;34,7867;14;1800;520;90;14,8W;1;-24.8300018310547
site75;323;Sfax;Sfax Ville;site75_1;10,7547;34,7442;28;1800;9;320;14,8W;1;-36.370002746582
site75;324;Sfax;Sfax Ville;site75_2;10,7547;34,7442;28;1800;3;150;14,8W;1;-36.370002746582
site75;325;Sfax;Sfax Ville;site75_3;10,7547;34,7442;28;1800;13;50;14,8W;1;-36.370002746582
site76;326;Sfax;Djebeniana;site76_1;10,9097;35,03439891;40;1800;6;300;14,8W;1;-36.5299987792969
site76;327;Sfax;Djebeniana;site76_2;10,9097;35,03439891;40;1800;18;160;14,8W;1;-36.5299987792969
site76;328;Sfax;Djebeniana;site76_3;10,9097;35,03439891;40;1800;13;30;14,8W;1;-36.5299987792969
site76;329;Sfax;Djebeniana;site76_4;10,9068;35,0202;15;1800;12;200;14,8W;1;-33.2399978637695
site76;330;Sfax;Djebeniana;site76_5;10,9068;35,0202;15;1800;5;110;14,8W;1;-33.2399978637695
site76;331;Sfax;Djebeniana;site76_6;10,9068;35,0202;15;1800;1;0;14,8W;1;-33.2399978637695
site77;332;Sfax;Agareb;site77_1;10,47649;34,81449;42;1800;3;340;20W;1;-38.9800033569336
site77;333;Sfax;Agareb;site77_2;10,47649;34,81449;42;1800;1;180;20W;1;-38.9800033569336
site77;334;Sfax;Agareb;site77_3;10,47649;34,81449;42;1800;13;90;20W;1;-38.9800033569336
site78;335;Sfax;Sfax Ville;site78_1;10,74411631;34,7659526;18;1800;12;330;30 W;1;-35.8600006103516
site78;336;Sfax;Sfax Ville;site78_2;10,74411631;34,7659526;18;1800;4;220;30 W;1;-35.8600006103516
site78;337;Sfax;Sfax Ville;site78_3;10,74411631;34,7659526;18;1800;7;90;30 W;1;-35.8600006103516
site79;338;Sfax;Sakiet Eddaier;site79_1;10,801;34,7983;22;1800;5;320;14,8W;1;-36.1800003051758
site79;339;Sfax;Sakiet Eddaier;site79_2;10,801;34,7983;22;1800;8;200;14,8W;1;-36.1800003051758
site79;340;Sfax;Sakiet Eddaier;site79_3;10,801;34,7983;22;1800;11;80;14,8W;1;-36.1800003051758
site80;341;Sfax;Sfax Sud;site80_1;10,6528;34,7969;27;1800;4;320;14,8W;1;-37.5699996948242
site80;342;Sfax;Sfax Sud;site80_2;10,6528;34,7969;27;1800;10;220;14,8W;1;-37.5699996948242
site80;343;Sfax;Sfax Sud;site80_3;10,6528;34,7969;27;1800;14;60;14,8W;1;-37.5699996948242
site81;344;Sfax;Menzel Chaker;site81_1;10,6575;34,9855;27;1800;11;240;14,8W;1;-37.7200012207031
site81;345;Sfax;Menzel Chaker;site81_2;10,6575;34,9855;31;1800;16;140;14,8W;1;-37.7200012207031
site81;346;Sfax;Menzel Chaker;site81_3;10,6575;34,9855;31;1800;9;0;14,8W;1;-37.7200012207031
site81;347;Sfax;Menzel Chaker;site81_4;10,46058;35,01904;36;1800;16;240;20W;1;-48.1800003051758
site81;348;Sfax;Menzel Chaker;site81_5;10,46058;35,01904;36;1800;9;140;20W;1;-48.1800003051758
site81;349;Sfax;Menzel Chaker;site81_6;10,46058;35,01904;36;1800;2;60;20W;1;-48.1800003051758
site82;350;Sfax;El Amra;site82_1;10,8675;34,942;32;1800;11;310;14,8W;1;-45.2699966430664
site82;351;Sfax;El Amra;site82_2;10,8675;34,942;32;1800;18;170;14,8W;1;-45.2699966430664
site82;352;Sfax;El Amra;site82_3;10,8675;34,942;32;1800;6;40;14,8W;1;-45.2699966430664
site83;353;Sfax;Sakiet Eddaier;site83_1;10,8072;34,7742;15;1800;8;300;14,8W;1;-45.879997253418
site83;354;Sfax;Sakiet Eddaier;site83_2;10,8072;34,7742;15;1800;16;180;14,8W;1;-45.879997253418
site83;355;Sfax;Sakiet Eddaier;site83_3;10,8072;34,7742;15;1800;12;80;14,8W;1;-45.879997253418
site84;356;Sfax;Menzel Chaker;site84_1;10,1853;35,0289;23;1800;17;240;20W;1;-35.3099975585938
site84;357;Sfax;Menzel Chaker;site84_2;10,1853;35,0289;23;1800;10;110;20W;1;-35.3099975585938
site84;358;Sfax;Menzel Chaker;site84_3;10,1853;35,0289;23;1800;3;10;20W;1;-35.3099975585938
site85;359;Sfax;Mahrès;site85_1;10,5072;34,5264;40;1800;14;330;14,8W;1;-36.2200012207031
site85;360;Sfax;Mahrès;site85_2;10,5072;34,5264;40;1800;10;240;14,8W;1;-36.2200012207031
site85;361;Sfax;Mahrès;site85_3;10,5072;34,5264;40;1800;17;50;14,8W;1;-36.2200012207031
site85;362;Sfax;Mahrès;site85_4;10,5072;34,5264;40;1800;515;330;20W;1;-36.2200012207031
site85;363;Sfax;Mahrès;site85_5;10,5072;34,5264;40;1800;518;240;20W;1;-36.2200012207031
site85;364;Sfax;Mahrès;site85_6;10,5072;34,5264;40;1800;521;50;20W;1;-36.2200012207031
site85;365;Sfax;Mahrès;site85_7;10,5046;34,5336;15;1800;12;350;14,8W;1;-36.0400009155273
site85;366;Sfax;Mahrès;site85_8;10,5046;34,5336;15;1800;8;230;14,8W;1;-36.0400009155273
site85;367;Sfax;Mahrès;site85_9;10,5046;34,5336;15;1800;15;95;14,8W;1;-36.0400009155273
site85;368;Sfax;Mahrès;site85_10;10,4978;34,5272;28;1800;16;350;14,8W;1;-45.0199966430664
site85;369;Sfax;Mahrès;site85_11;10,4978;34,5272;28;1800;1;270;14,8W;1;-45.0199966430664
site85;370;Sfax;Mahrès;site85_12;10,4978;34,5272;28;1800;5;120;14,8W;1;-45.0199966430664
site85;371;Sfax;Mahrès;site85_13;10,48857142;34,5258664;30;1800;12;330;20W;1;-45.9400024414062
site85;372;Sfax;Mahrès;site85_14;10,48857142;34,5258664;30;1800;9;220;20W;1;-45.9400024414062
site85;373;Sfax;Mahrès;site85_15;10,48857142;34,5258664;30;1800;3;90;20W;1;-45.9400024414062
site86;374;Sfax;Agareb;site86_1;10,3306;34,7542;52;1800;3;280;14,8W;1;-44.5699996948242
site86;375;Sfax;Agareb;site86_2;10,3306;34,7542;52;1800;7;170;14,8W;1;-44.5699996948242
site86;376;Sfax;Agareb;site86_3;10,3306;34,7542;52;1800;17;70;14,8W;1;-44.5699996948242
site87;377;Sfax;Sfax Ville;site87_1;10,7641;34,7306;29;1800;14;320;14,8W;1;-39.1500015258789
site87;378;Sfax;Sfax Ville;site87_2;10,7641;34,7306;29;1800;16;180;14,8W;1;-39.1500015258789
site87;379;Sfax;Sfax Ville;site87_3;10,7641;34,7306;29;1800;8;60;14,8W;1;-39.1500015258789
site87;380;Sfax;Sfax Ville;site87_4;10,7641;34,7306;29;1800;522;320;20W;1;-39.1500015258789
site87;381;Sfax;Sfax Ville;site87_5;10,7641;34,7306;29;1800;520;180;20W;1;-39.1500015258789
site87;382;Sfax;Sfax Ville;site87_6;10,7641;34,7306;29;1800;518;60;20W;1;-39.1500015258789
site88;383;Sfax;Menzel Chaker;site88_1;10,4902;35,0713;45;1800;12;270;14,8W;1;-39.3099975585938
site88;384;Sfax;Menzel Chaker;site88_2;10,4902;35,0713;45;1800;7;150;14,8W;1;-39.3099975585938
site88;385;Sfax;Menzel Chaker;site88_3;10,4902;35,0713;45;1800;9;30;14,8W;1;-39.3099975585938
site89;386;Sfax;Kerkennah;site89_1;11,0339;34,6516;32;1800;6;260;14,8W;1;-42.2799987792969
site89;387;Sfax;Kerkennah;site89_2;11,0339;34,6516;32;1800;18;80;14,8W;1;-42.2799987792969
site89;388;Sfax;Kerkennah;site89_3;11,0339;34,6516;32;1800;13;0;14,8W;1;-42.2799987792969
site90;389;Sfax;Menzel Chaker;site90_1;10,3719;34,9753;22;1800;15;320;14,8W;1;-32.1500015258789
site90;390;Sfax;Menzel Chaker;site90_2;10,3719;34,9753;22;1800;2;210;14,8W;1;-32.1500015258789
site90;391;Sfax;Menzel Chaker;site90_3;10,3719;34,9753;22;1800;18;120;14,8W;1;-32.1500015258789
site91;392;Sfax;Sakiet Eddaier;site91_1;10,78;34,7741;15;1800;17;350;14,8W;1;-32.0400009155273
site91;393;Sfax;Sakiet Eddaier;site91_2;10,78;34,7741;15;1800;16;210;14,8W;1;-32.0400009155273
site91;394;Sfax;Sakiet Eddaier;site91_3;10,78;34,7741;15;1800;7;110;14,8W;1;-32.0400009155273
site92;395;Sfax;Sakiet Ezzit;site92_1;10,7583;34,775;27;1800;11;320;14,8W;1;-49.2799987792969
site92;396;Sfax;Sakiet Ezzit;site92_2;10,7583;34,775;27;1800;1;200;14,8W;1;-49.2799987792969
site92;397;Sfax;Sakiet Ezzit;site92_3;10,7583;34,775;27;1800;13;110;14,8W;1;-49.2799987792969
site93;398;Sfax;Sfax Sud;site93_1;10,7144;34,7974;19;1800;18;320;14,8W;1;-46.9000015258789
site93;399;Sfax;Sfax Sud;site93_2;10,7144;34,7974;19;1800;6;200;14,8W;1;-46.9000015258789
site93;400;Sfax;Sfax Sud;site93_3;10,7144;34,7974;19;1800;13;90;14,8W;1;-46.9000015258789
site93;401;Sfax;Sfax Sud;site93_4;10,7144;34,7974;19;1800;516;320;20W;1;-46.9000015258789
site93;402;Sfax;Sfax Sud;site93_5;10,7144;34,7974;19;1800;519;200;20W;1;-46.9000015258789
site93;403;Sfax;Sfax Sud;site93_6;10,7144;34,7974;19;1800;522;90;20W;1;-46.9000015258789
site94;404;Sfax;Sakiet Eddaier;site94_1;10,7836;34,8053;20;1800;15;330;14,8W;1;-50.0100021362305
site94;405;Sfax;Sakiet Eddaier;site94_2;10,7836;34,8053;20;1800;4;220;14,8W;1;-50.0100021362305
site94;406;Sfax;Sakiet Eddaier;site94_3;10,7836;34,8053;20;1800;2;120;14,8W;1;-50.0100021362305
site94;407;Sfax;Sakiet Eddaier;site94_4;10,7836;34,8053;20;1800;513;330;20W;1;-50.0100021362305
site94;408;Sfax;Sakiet Eddaier;site94_5;10,7836;34,8053;20;1800;520;220;20W;1;-50.0100021362305
site94;409;Sfax;Sakiet Eddaier;site94_6;10,7836;34,8053;20;1800;523;120;20W;1;-50.0100021362305
site95;410;Sfax;Sfax Ville;site95_1;10,7409;34,7561;18;1800;520;320;20W;1;-35.9300003051758
site95;411;Sfax;Sfax Ville;site95_2;10,7409;34,7561;18;1800;523;200;20W;1;-35.9300003051758
site95;412;Sfax;Sfax Ville;site95_3;10,7409;34,7561;18;1800;517;70;20W;1;-35.9300003051758
site95;413;Sfax;Sfax Ville;site95_4;10,7409;34,7561;18;1800;15;320;14,8W;1;-35.9300003051758
site95;414;Sfax;Sfax Ville;site95_5;10,7409;34,7561;18;1800;17;200;14,8W;1;-35.9300003051758
site95;415;Sfax;Sfax Ville;site95_6;10,7409;34,7561;18;1800;2;70;14,8W;1;-35.9300003051758
site96;416;Sfax;Sfax Ouest;site96_1;10,7377;34,744;19;1800;1;340;14,8W;1;-33.5599975585938
site96;417;Sfax;Sfax Ouest;site96_2;10,7377;34,744;19;1800;11;220;14,8W;1;-33.5599975585938
site96;418;Sfax;Sfax Ouest;site96_3;10,7377;34,744;19;1800;9;90;14,8W;1;-33.5599975585938
site96;419;Sfax;Sfax Ouest;site96_4;10,613;34,823;23;1800;11;280;14,8W;1;-36.120002746582
site96;420;Sfax;Sfax Ouest;site96_5;10,613;34,823;23;1800;13;140;14,8W;1;-36.120002746582
site96;421;Sfax;Sfax Ouest;site96_6;10,613;34,823;23;1800;5;10;14,8W;1;-36.120002746582
site97;422;Sfax;Mahrès;site97_1;10,5858;34,575;27;1800;2;320;14,8W;1;-33.7200012207031
site97;423;Sfax;Mahrès;site97_2;10,5858;34,575;27;1800;4;200;14,8W;1;-33.7200012207031
site97;424;Sfax;Mahrès;site97_3;10,5858;34,575;27;1800;14;30;14,8W;1;-33.7200012207031
site98;425;Sfax;Bir Ali Ben Khelifa;site98_1;9,927401;34,662546;38;1800;18;330;20W;1;-34.129997253418
site98;426;Sfax;Bir Ali Ben Khelifa;site98_2;9,927401;34,662546;38;1800;7;180;20W;1;-34.129997253418
site98;427;Sfax;Bir Ali Ben Khelifa;site98_3;9,927401;34,662546;38;1800;13;70;20W;1;-34.129997253418
site99;428;Sfax;Sfax Sud;site99_1;10,67838903;34,75629875;13;1800;5;270;20W;1;-37.0100021362305
site99;429;Sfax;Sfax Sud;site99_2;10,67838903;34,75629875;13;1800;3;190;20W;1;-37.0100021362305
site99;430;Sfax;Sfax Sud;site99_3;10,67838903;34,75629875;13;1800;1;30;20W;1;-37.0100021362305
site100;431;Sfax;Sfax Ouest;site100_1;10,7317;34,7353;12;1800;16;340;14,8W;1;-33.3000030517578
site100;432;Sfax;Sfax Ouest;site100_2;10,7317;34,7353;12;1800;14;200;14,8W;1;-33.3000030517578
site100;433;Sfax;Sfax Ouest;site100_3;10,7317;34,7353;12;1800;8;70;14,8W;1;-33.3000030517578
site101;434;Sfax;Kerkennah;site101_1;11,143;34,6725;9;1800;10;320;14,8W;1;-32.2699966430664
site101;435;Sfax;Kerkennah;site101_2;11,143;34,6725;9;1800;8;240;14,8W;1;-32.2699966430664
site101;436;Sfax;Kerkennah;site101_3;11,143;34,6725;9;1800;4;50;14,8W;1;-32.2699966430664
site102;437;Sfax;Sfax Ville;site102_1;10,75521938;34,73665141;21;1800;11;310;30 W;1;-31.1999969482422
site102;438;Sfax;Sfax Ville;site102_2;10,75521938;34,73665141;21;1800;8;210;30 W;1;-31.1999969482422
site102;439;Sfax;Sfax Ville;site102_3;10,75521938;34,73665141;21;1800;4;100;30 W;1;-31.1999969482422
site102;440;Sfax;Sfax Ville;site102_4;10,75521938;34,73665141;21;1800;515;310;20W;1;-31.1999969482422
site102;441;Sfax;Sfax Ville;site102_5;10,75521938;34,73665141;21;1800;521;210;20W;1;-31.1999969482422
site102;442;Sfax;Sfax Ville;site102_6;10,75521938;34,73665141;21;1800;519;100;20W;1;-31.1999969482422
site103;443;Sfax;Sakiet Ezzit;site103_1;10,7261;34,8825;58;1800;7;270;14,8W;1;-31.4800033569336
site103;444;Sfax;Sakiet Ezzit;site103_2;10,7261;34,8825;58;1800;12;130;14,8W;1;-31.4800033569336
site103;445;Sfax;Sakiet Ezzit;site103_3;10,7261;34,8825;58;1800;9;0;14,8W;1;-31.4800033569336
site104;446;Sfax;Sfax Sud;site104_1;10,6755;34,8253;16;1800;17;330;14,8W;1;-34.1800003051758
site104;447;Sfax;Sfax Sud;site104_2;10,6755;34,8253;16;1800;8;170;14,8W;1;-34.1800003051758
site104;448;Sfax;Sfax Sud;site104_3;10,6755;34,8253;16;1800;15;80;14,8W;1;-34.1800003051758
site105;449;Sfax;Bir Ali Ben Khelifa;site105_1;10,10277778;34,805;38;1800;17;330;20W;1;-46.5500030517578
site105;450;Sfax;Bir Ali Ben Khelifa;site105_2;10,10277778;34,805;38;1800;3;210;20W;1;-46.5500030517578
site105;451;Sfax;Bir Ali Ben Khelifa;site105_3;10,10277778;34,805;38;1800;1;100;20W;1;-46.5500030517578
site106;452;Sfax;Tina;site106_1;10,667965;34,655345;32;1800;7;300;20W;1;-46.7200012207031
site106;453;Sfax;Tina;site106_2;10,667965;34,655345;32;1800;3;190;20W;1;-46.7200012207031
site106;454;Sfax;Tina;site106_3;10,667965;34,655345;32;1800;1;70;20W;1;-46.7200012207031
site107;455;Sfax;Kerkennah;site107_1;11,205516;34,70694;30;1800;7;310;14,8W;1;-46.9199981689453
site107;456;Sfax;Kerkennah;site107_2;11,205516;34,70694;30;1800;15;220;14,8W;1;-46.9199981689453
site107;457;Sfax;Kerkennah;site107_3;11,205516;34,70694;30;1800;11;60;14,8W;1;-46.9199981689453
site108;458;Sfax;Sfax Ouest;site108_1;10,7286;34,751;15;1800;5;320;14,8W;1;-10.8300018310547
site108;459;Sfax;Sfax Ouest;site108_2;10,7286;34,751;15;1800;3;200;14,8W;1;-10.8300018310547
site108;460;Sfax;Sfax Ouest;site108_3;10,7286;34,751;15;1800;10;80;14,8W;1;-10.8300018310547
site109;461;Sfax;Sfax Ville;site109_1;10,7355;34,7605;16;1800;3;310;14,8W;1;-10.2900009155273
site109;462;Sfax;Sfax Ville;site109_2;10,7355;34,7605;16;1800;14;210;14,8W;1;-10.2900009155273
site109;463;Sfax;Sfax Ville;site109_3;10,7355;34,7605;16;1800;11;70;14,8W;1;-10.2900009155273
site110;464;Sfax;Tina;site110_1;10,6846;34,7331;18;1800;18;350;14,8W;1;-34.75
site110;465;Sfax;Tina;site110_2;10,6846;34,7331;18;1800;1;240;14,8W;1;-34.75
site110;466;Sfax;Tina;site110_3;10,6846;34,7331;18;1800;14;130;14,8W;1;-34.75
site111;467;Sfax;Sfax Sud;site111_1;10,7403;34,778;14;1800;10;330;14,8W;1;-33.5500030517578
site111;468;Sfax;Sfax Sud;site111_2;10,7403;34,778;14;1800;13;230;14,8W;1;-33.5500030517578
site111;469;Sfax;Sfax Sud;site111_3;10,7403;34,778;14;1800;6;90;14,8W;1;-33.5500030517578
site111;470;Sfax;Sfax Sud;site111_4;10,7403;34,778;14;1800;518;330;20W;1;-33.5500030517578
site111;471;Sfax;Sfax Sud;site111_5;10,7403;34,778;14;1800;512;230;20W;1;-33.5500030517578
site111;472;Sfax;Sfax Sud;site111_6;10,7403;34,778;14;1800;515;90;20W;1;-33.5500030517578
site112;473;Sfax;Sfax Ouest;site112_1;10,699857;34,734853;16;1800;11;230;20W;1;-30.5699996948242
site112;474;Sfax;Sfax Ouest;site112_2;10,699857;34,734853;16;1800;9;90;20W;1;-30.5699996948242
site112;475;Sfax;Sfax Ouest;site112_3;10,699857;34,734853;16;1800;1;0;20W;1;-30.5699996948242
site113;476;Sfax;Sakiet Eddaier;site113_1;10,86586049;34,80129929;22;1800;5;240;14,8W;1;-31.8099975585938
site113;477;Sfax;Sakiet Eddaier;site113_2;10,86586049;34,80129929;22;1800;3;120;14,8W;1;-31.8099975585938
site113;478;Sfax;Sakiet Eddaier;site113_3;10,86586049;34,80129929;22;1800;1;20;14,8W;1;-31.8099975585938
site114;479;Sfax;Agareb;site114_1;10,4319;34,6819;37;1800;2;240;14,8W;1;-35.2699966430664
site114;480;Sfax;Agareb;site114_2;10,4319;34,6819;37;1800;18;150;14,8W;1;-35.2699966430664
site114;481;Sfax;Agareb;site114_3;10,4319;34,6819;37;1800;4;0;14,8W;1;-35.2699966430664
site115;482;Sfax;Sakiet Eddaier;site115_1;10,7783;34,7842;20;1800;11;250;14,8W;1;-32.1500015258789
site115;483;Sfax;Sakiet Eddaier;site115_2;10,7783;34,7842;20;1800;3;150;14,8W;1;-32.1500015258789
